title,hash_title,allowed_hashes,best_doc_hash,best_doc_sim
Supreme Court Case: Meat Industry Sues to Keep Downed Animals in Food Supply,12f2c0af6cfa,['12f2c0af6cfa'],a4692807306e,0.6969608841942102
Bile Binding Beets,01ca6496c094,['01ca6496c094'],387ea1e700e5,0.6083508720865877
Probiotics and Diarrhea,c52254dfe4b3,['c52254dfe4b3'],4fa117760e98,0.7643555396211462
Seasonal Weight Gain in the Fall,73c17ef2e2bb,['73c17ef2e2bb'],26dbad66cea1,0.6405157384798348
The Downside of Curcumin Supplements,20c81292b53d,['20c81292b53d'],e36f832584c7,0.6733579329965894
Is White Rice a Yellow-Light or Red-Light Food?,03a7ec2d1934,['03a7ec2d1934'],0a188bcc8c0a,0.674369360521836
How a Gluten-Free Diet Can Be Harmful,de0d434c8e17,['de0d434c8e17'],67cbd44009da,0.6446310703954975
Avoiding Dairy to Prevent Parkinson’s,ad6d9e9f718c,"['ad6d9e9f718c', '62a04311826e']",7f5178bb13bd,0.7304620126292528
Can You Lose Weight with Pills?,c4eae18cac70,"['c4eae18cac70', '0f79e24269ea']",06304cfb302a,0.5812261431214183
What to Take After Surgery,3c218fe1c9d5,['3c218fe1c9d5'],40eebe28c818,0.34319895738877293
The Best Foods to Slow Your Metabolism,bf7e584d5418,['bf7e584d5418'],f23e0f281cb2,0.5936822113840539
Free Resource for Health Professionals,0960755056a9,['0960755056a9'],a53bc19dec18,0.5711262088542123
Salivary Gland Tumors from Cell Phone Use?,dd3b0a109c58,['dd3b0a109c58'],09a583bb7f78,0.7629307948245588
Why Are Mammogram Guidelines Conflicting?,7992b4590826,['7992b4590826'],35fde10f8aaa,0.5836503189895599
Reducing Arsenic in Chicken and Rice,afeb2dffa44c,"['afeb2dffa44c', '7472a6dfd7c2']",2331c6f334d6,0.7616823592030054
Are Branched-Chain Amino Acids Good for Us?,f2da7a976000,['f2da7a976000'],fa69a7f8175c,0.5563280491901658
"How Effective Is Chemotherapy for Colon, Lung, Breast, and Prostate Cancers?",903b80c4b9d0,['903b80c4b9d0'],ecf0c6373070,0.8402754799610996
How Safe Is Alternate-Day Intermittent Fasting?,3fc4f2a54d37,['3fc4f2a54d37'],3596c8a699d5,0.641192010702288
Should We Avoid Titanium Dioxide?,c6f399d69928,['c6f399d69928'],216c6bfd6746,0.5100885290217405
How Healthy Are Ancient Grains?,fb3a06b17a16,['fb3a06b17a16'],344206524f83,0.7170310000382074
How Much Cancer Do Mammograms Cause?,84c43a722699,['84c43a722699'],cd495de55809,0.6996405952124823
Do the Oxalates in Spinach Cause Kidney Stones?,5a44873d4bc7,['5a44873d4bc7'],0af8df50fa56,0.7007414417127714
Optimum Nutrition Recommendations,3f5efd9215e3,"['aa4ac01eed65', '3f5efd9215e3']",d3d03053f826,0.5078462062137472
Fighting Cancer and the Common Cold with Garlic,ab48644aa06b,['ab48644aa06b'],cbe2efde065c,0.7722218797263269
What to Eat to Cure High Blood Pressure,bb8f0bc15e39,['bb8f0bc15e39'],4b4908febfc5,0.5774011648271115
The Symptoms of Orthorexia Nervosa,c9c9e95d293a,['c9c9e95d293a'],2390815899d6,0.5402801700994961
The Risks and Benefits of Taking Low-Dose Aspirin,918fd986e5f4,['918fd986e5f4'],f7540eaf0ecd,0.7085797234584449
What About Omega-3s and Vegetarians’ Stroke Risk?,63e80fd4421d,"['3e65fd663d5d', '7ebf7e329384', '4a5f50709190', '63e80fd4421d']",dcbaef275fd8,0.7667730969450499
Supplement Labeling Fraud Is Widespread,d500ebb41f55,['d500ebb41f55'],944fe3a8979e,0.670001909936117
Bowel Movements: The Scoop on Poop,1cf74ecbf524,['1cf74ecbf524'],3cbf6062a82e,0.4916102405951707
What Is the Best Diet for Diabetes?,24baca30b49b,['24baca30b49b'],780d3f59da4a,0.6015621575923056
Ractopamine and Yersinia in U.S. Pork,c32dadc9f448,"['c32dadc9f448', '3855e1c8eebd']",7adeeef0f6d0,0.6498093385027879
Does Switching from Cannabis Smoking to a Vaporizer Reduce Respiratory Symptoms?,075efbe0253b,['075efbe0253b'],a31dfed8e457,0.8945300594414012
Risks vs. Benefits of Colonoscopies,26eda66584c8,['26eda66584c8'],fbad46700d2b,0.7211739080015326
How Too Much Cholesterol Can Contribute to Alzheimer’s Disease,a906337c6750,"['b02049541dac', 'a906337c6750']",cde838b93bf2,0.8474538735894194
How to Ease the Pain of Colonoscopy,42ac284fab78,['42ac284fab78'],0b0c990480b4,0.6893772709522004
The Safety of Weight-Loss Supplements,3978e66cd6b3,['3978e66cd6b3'],c915eab130c1,0.762895123464204
What About Extra Virgin Olive Oil?,fd8986d0bcb0,['fd8986d0bcb0'],0298b938cf0f,0.7077263339077111
The Best Source of Resistant Starch,038b87c03263,['038b87c03263'],23b1741e4675,0.675542927079479
Meat Is Heat: The Effects of Diet on Global Warming,eb1c9850c018,['eb1c9850c018'],55698ce50b82,0.6667041607844518
Why Deep Fried Foods May Cause Cancer,06e194514dcd,['06e194514dcd'],87b05761e18d,0.7894870124118295
Can Turmeric Help with Alzheimer’s?,496409641c3b,"['250125eb1759', '496409641c3b']",4287c5bdebd7,0.8643336187060107
Almonds vs. Rice vs. Potatoes for Osteoporosis,934396acb036,['934396acb036'],ae20b0eeb524,0.5722513659695961
How to Get Parents to Eat Their Vegetables,62f1d7332aca,"['62f1d7332aca', '714a66cbee9f', 'c52d1e08f64b']",4f5147d845d4,0.5782401316623842
Lead Poisoning Risk from Venison,1dff6382d17d,['1dff6382d17d'],16f9ed1365da,0.3978650884392783
Cutting the Calorie-Rich-And-Processed Foods,d35b24e70f63,['d35b24e70f63'],940b7712d483,0.6151447623345953
Sugar and Gaining Weight,50b2ce132641,['50b2ce132641'],40063837f55f,0.5901968020834965
Ginger and Lemon Balm for Radiation Exposure,ffb84088b8d7,['ffb84088b8d7'],5aedc4e2051e,0.766066789953409
How to Eat to Reduce Cancer Risk,1cffe7895b9f,['1cffe7895b9f'],13b55be769d3,0.6683065097800083
"A Highly Effective, Cheap, Easy-to-Use, Safer Treatment for Heavy Periods",0bdc9a0bdf41,['0bdc9a0bdf41'],127b4b80c052,0.491438809616253
Last Few Days to Support My Work at NutritionFacts.org,d5d19925140c,['d5d19925140c'],2e314222e402,0.6648066415905608
"New DVD, “Platinum,” and Research Training",5674453ed2dd,['5674453ed2dd'],6e9e9301aeea,0.5467168893784777
The Best Diet for the Inflammation of Aging,190da5717c92,['190da5717c92'],f8987d7ae1ba,0.7053305921112747
How Could There Be Such a Disconnect Between the Science and Medical Practice?,02ba0c344192,['02ba0c344192'],d0d9782fceaa,0.5227229445681042
Is Liquid Smoke Safe?,3dced8cabab7,['3dced8cabab7'],6a1f43a87ddb,0.6568725201404985
Keto Diet to Effectively Fight Cancer?,45bc242badac,['45bc242badac'],b67d7112fca6,0.7962146243664706
Are Microgreens Healthier?,f5700c2a9b2b,['f5700c2a9b2b'],f02b1a710bed,0.6935968309112144
Striving for Alkaline Pee and Acidic Poo,369a69c3f5e1,['369a69c3f5e1'],a35f120a04af,0.4581451728237271
Preview the Cover of How Not to Diet,47a3482d7cd0,['47a3482d7cd0'],2038605ca72b,0.4405404510265741
Those Who Claim the Greatest Benefit From Mammograms May Ironically Suffer the Most Harm,7ede9f3055bb,"['ca2998c3beab', '7ede9f3055bb', 'ceeb12a53bdb']",1c6b29a972e0,0.7392188767394329
Keto Diets and Diabetes,690dc1398d04,['690dc1398d04'],3fefb8a1c9a2,0.7970411578501428
Does Vitamin C Help with Terminal Cancer?,7d35cc3994da,['7d35cc3994da'],3fe4daa9999c,0.8446812143384117
A Dietary Treatment for Irritable Bowel Syndrome,c4912055d3ef,['c4912055d3ef'],d00fe3276fa5,0.7223347594332727
Consequences of Prostate Cancer Treatment,54c174748a65,['54c174748a65'],788c9175d7fd,0.6050773402386057
What About All the Sugar in Fruit?,a40cd066642d,['a40cd066642d'],23cc6de3d854,0.5799989653143648
Vegans Should Consider Taking DHA Supplements,8b2bfbf46c2b,['8b2bfbf46c2b'],79522573d559,0.5652760584340543
How to Use Canned Beets to Improve Athletic Performance,346740027c5b,['346740027c5b'],9102364bf480,0.6257135255460476
Rinse Your Mouth After Sour Foods and Drinks,7bf6eadb8401,['7bf6eadb8401'],f6faaf2d80f9,0.5085900910526685
The Real Paleo Diet,3d9ef3e90e1a,"['3d9ef3e90e1a', '497e629c8539']",1026b4cf1ecd,0.6554011705471496
How Is It Possible That Mammograms Don’t Actually Save Lives?,796261fc9d48,['796261fc9d48'],833ea422404b,0.18810783111476434
Might Turmeric Help Prevent Alzheimer’s?,250125eb1759,"['250125eb1759', '496409641c3b']",2f28f3f09230,0.7707933728234543
Poultry and Penis Cancer,38c061487336,['38c061487336'],2af9d6fe042a,0.6409374335423399
The Purported Benefits of Eating Fish,a0ad2bf75112,['a0ad2bf75112'],7305d659ffbd,0.5581124691695168
How to Lower Your Sodium-to-Potassium Ratio,e72654bded42,"['e72654bded42', 'd54d4bbe0d9b']",a323a45337dc,0.5278893499689297
Raisins and Dental Health,c3ffafdc7d87,['c3ffafdc7d87'],4d982a8a9367,0.760327324415466
Obesity and a Toxic Food Environment,7a1075fc9ead,['7a1075fc9ead'],bc66585ef491,0.7625997160789076
How to Design a Misleading Study to Show Diet Doesn’t Work,14a4814de203,['14a4814de203'],f7aed89dfe10,0.367241408800291
Which Seaweed to Help Prevent Breast Cancer?,ede1ef74bbe4,['ede1ef74bbe4'],48fad9d23a77,0.7901794434823575
Four Ways to Improve on the Mediterranean Diet,4755e2b8261e,['4755e2b8261e'],fcf035e14c50,0.7142930423234832
Can Blueberries Help with Diabetes and Repairing DNA?,eb0364fcf789,['eb0364fcf789'],e13dff6a7f4f,0.7300632303384318
Using Greens to Improve Athletic Performance,94d6c971f23e,['94d6c971f23e'],0d1e0ed67238,0.3815333101517122
Boosting Brown Fat Through Diet,82b4455be14d,['82b4455be14d'],09c9c38df560,0.6072152467190876
The Role of Pesticides in Parkinson’s Disease,f65aaeff18fc,['f65aaeff18fc'],1b0eac613360,0.8286868347066986
How Not to Die in a Pandemic Webinar Coming Up,f19c854c867f,['f19c854c867f'],a3f98730192d,0.6758525897966748
"After Marijuana Legalization Did Opioid Overdoses Go Up, Stay the Same, or Go Down?",02f123751e06,['02f123751e06'],95cfe73c53e6,0.7781146355693065
Hives from Tick Bite-Induced Meat Allergies,de639b3ee351,['de639b3ee351'],601a7ffc5627,0.7490240185585006
Cancer-Causing Caramel Color,c9467145a24e,"['c9467145a24e', '33796cb1c2e3']",4b90351e6063,0.7267491237572907
Why It’s Better to Drink Green Smoothies with a Straw,d2fe1626703b,['d2fe1626703b'],e51da2cf973a,0.7386292264587189
Can We Detoxify Lead from Our Body in a Sauna?,292344ee5627,['292344ee5627'],78a336af7605,0.7164363467160301
Estrogenic Growth Promoters in Meat,5b5621ffcb2d,['5b5621ffcb2d'],f09eb53123e5,0.5807404903060116
Stopping Heart Disease in Childhood,5e1b535dad3d,['5e1b535dad3d'],4a4afefcba82,0.6294085138880715
Vitamin C Pills Put to the Test for Cancer,5af2c0639d4d,['5af2c0639d4d'],7fe1f1c2e77a,0.7205582319530839
How to Foster a Healthy Gut Flora,c010fd86c701,['c010fd86c701'],f2b95a720adf,0.5253575502125216
Which Diet Works Even Better the Longer You Do It?,2d86442e05b0,['2d86442e05b0'],221e4a1a5544,0.4469353714435173
Best Foods for COPD and Peripheral Artery Disease,32e26f79323a,['32e26f79323a'],f3af95ba213f,0.4487421549685862
NutritionFacts.org Gets a Makeover,2836418f0910,['2836418f0910'],3f1ff30aaf38,0.6068756537757052
Viagra-Type Drugs and Melanoma Skin Cancer,5371e80a9e4d,['5371e80a9e4d'],67a5e0c1f800,0.7530618628549315
The Benefits of Sesame Seeds for Knee Osteoarthritis,05ff68be92d0,['05ff68be92d0'],0e49af557cb9,0.6555990969915004
What Happens If You Add Milk to Tea?,50f34c6667e6,['50f34c6667e6'],92a824b0926a,0.6143864248566286
Recipe for Ribollita,fa55da5ef6b9,['fa55da5ef6b9'],7607a22d2c1d,0.6961447579178622
Improving Employee Diets Could Save Companies Millions,1c2a08ab98d8,['1c2a08ab98d8'],0c2776a7021a,0.6146453208814073
How Might Ginger Help with Obesity and Fatty Liver Disease?,76886f02ffd0,['76886f02ffd0'],a195091d2bb1,0.7868853496885607
How Much Vinegar Every Day?,2b20e67bacd0,['2b20e67bacd0'],0756944d7ef7,0.5824647440475792
Changing Protein Requirements,8a7404f49870,['8a7404f49870'],fe67f20bd988,0.5627157538566022
Plant vs. Animal Food Purines for Preventing Gout,a10cff970568,['a10cff970568'],1897dea9757a,0.7947706183756669
Countering Dietary Pollutants and Pesticides,f785ffebdca1,['f785ffebdca1'],db63034e4dfb,0.6797757183132284
Boosting Anticancer Immunity with Berries,e35b08284e4f,['e35b08284e4f'],02af598916cc,0.6392896188031959
Benefits of Oatmeal for Fatty Liver Disease,87f080908ad3,['87f080908ad3'],c68a7dc0212e,0.7011760250504653
Pill-Free Ways to Improve Your Sex Life,7979ce87d085,['7979ce87d085'],277ce7a8cf3c,0.6235348485832555
Apple Peels Put to the Test for Chronic Joint Pain,020cfe497dbc,['020cfe497dbc'],5185b2d8b153,0.664531452962742
Dairy Industry Responds to Bovine Leukemia Virus in Breast Cancer,e75a712b88ed,"['e75a712b88ed', 'b63d24d4a3ac']",a0daeab332ba,0.7866918859837448
Fast Food Restaurants in Children’s Hospitals,eb04d7289c3b,['eb04d7289c3b'],6f32bee74291,0.646658063179009
How Bad Is Bacon?,dcfce70417ea,['dcfce70417ea'],153cf0df1cbc,0.3658541085702204
Diabetes Associations Recognize Plant-Based Diets,41b7628885d8,"['a4a5f502f5f5', '41b7628885d8', '698445da2b5a']",7e74cc05b23c,0.8099704319898164
What’s the Secret to Latino Longevity?,04f54444e165,['04f54444e165'],0f6ec7b68e99,0.7550183370405675
What the Science Says About Time-Restricted Eating,87390b72739e,"['87390b72739e', 'd301a2260d32']",f41029aea307,0.6522345028229768
Foods That Fight Osteoarthritis and Inflammation,668679805906,['668679805906'],9d4a5ab8abbf,0.7355281826819008
Don’t Let Their Divide and Conquer Strategy Work,4ab8885feb3e,['4ab8885feb3e'],f66bb972d29d,0.2625428604412822
What to Eat to Boost Immunity,fe24f2939bda,['fe24f2939bda'],7892bf22d88a,0.5290310424695097
Strawberries Can Reverse Precancerous Progression,43e5be47457d,['43e5be47457d'],850f3e6b62bd,0.5839105553457622
Breast Cancer Can Grow and Spread for Decades Before “Early” Detection,74b9e2b91dc8,['74b9e2b91dc8'],a15856f6b3d6,0.7308173801988789
Is the Risk of Skin Cancer from Sun Exposure Overblown?,cc94c359d2e6,['cc94c359d2e6'],c8f320a48eb7,0.7063595188506908
Garlic Powder to Lower Lead Levels,31b0d8701487,['31b0d8701487'],d37a9c5dd669,0.6826881067716398
Does a Macrobiotic Diet Help with Diabetes?,b0090c8a86a8,['b0090c8a86a8'],55f066732a7e,0.7948065095680596
The Best Source of Vitamin D,f1e80b231088,['f1e80b231088'],4ee6aa787cf6,0.6293693553825422
Increasing Muscle Strength with Fenugreek,acff4aa135b3,['acff4aa135b3'],6e553be034da,0.59649130979658
Should You Get an Annual Physical Exam?,6105df703911,['6105df703911'],27da29518eb6,0.6618345661263997
Breast Cancer and Alcohol: How Much Is Safe?,e168efbed64b,['e168efbed64b'],722d4ae3997e,0.7582264671878439
Is Cannabis a Cancer Cure?,f5ce31221d64,['f5ce31221d64'],81fd553a42e8,0.8254619708894108
One Way to Treat Asthma and Autoimmune Diseases with Diet,412622fb1e1e,['412622fb1e1e'],edc53cb76ec4,0.551868948278361
Why Certain Plant Compounds May Mimic Dietary Restriction,168c663ee5ca,['168c663ee5ca'],9ac10bbd5d4b,0.6326489513149818
Reduce Saturated Fat Intake to Protect Your Pancreas,83b4e830d912,['83b4e830d912'],647862d290c6,0.6159729745855289
How to Reduce Your Dietary Cadmium Absorption,658a3f85b62b,['658a3f85b62b'],dad63b27b1f0,0.6194360111156565
"Inflammation, Diet, and “Vitamin S”",5c5e3eed25d1,['5c5e3eed25d1'],91bb7a7a2431,0.4824967596577556
My New DVD Starts Streaming Today,090515d0b95a,['090515d0b95a'],54f698aec5b7,0.5187699852268447
Fight Aging with Brain-Healthy Foods,e8bdf8747c73,['e8bdf8747c73'],a7eb7a586da9,0.6815338357983753
A Supplement Shown to Improve Asthma,6b028598fce2,['6b028598fce2'],5902ad14676d,0.5500192487396994
The Diet We Were Designed to Eat,6fd323704e7c,['6fd323704e7c'],034771ab58f5,0.6096761164422765
How Well Do Cholesterol-Lowering Drugs Actually Work?,539a54bd4edb,['539a54bd4edb'],78f2530a33b0,0.6548338168008919
Fighting Autism Brain Inflammation with Food,463bb8b7bc31,['463bb8b7bc31'],0e83c8d4e401,0.6854255145510182
Dr. Greger Takes on Mediterranean Diet in New DVD,3b642937383d,['3b642937383d'],a80685411b59,0.6339867898087196
Tomato Sauce Put to the Test for Prostate Cancer,72bbd0d2132d,['72bbd0d2132d'],3a35742347bd,0.7941815542983804
Currant Treatment for Glaucoma,310f4bb47e3a,['310f4bb47e3a'],cf3f228f36fb,0.7014171563569169
Side-Effects of Aspartame on the Brain,036c548f0279,['036c548f0279'],56b13f4bad0e,0.6581458031859686
Organic vs. Conventional: Which Has More Nutrients?,fa74b34cd916,['fa74b34cd916'],9ab5e8ed176d,0.6857416579006574
Support NutritionFacts.org — Fill the Carrot,cb001e8bb4bd,['cb001e8bb4bd'],e9d1da56dbae,0.5851074820365437
Vegan Men: More Testosterone But Less Cancer,212bb1c47ba8,['212bb1c47ba8'],5f364ce29f9a,0.5855233982750886
Doctors Tested for Basic Understanding of Mammogram Math,fd8e2b866a88,['fd8e2b866a88'],46346275682a,0.5154589307422724
Pre-Cut Vegetables and Endotoxins,d4e643f75550,['d4e643f75550'],35a71cfecefa,0.7339764254447457
How to Cut Breast Cancer Risk in Half,2ae2123d9627,['2ae2123d9627'],31dd70b98d2b,0.41423156442885617
Best Diet for Diabetic Neuropathy,92a33f699034,['92a33f699034'],3c607fdb883d,0.6243733794928867
Pills vs. Diet for Erectile Dysfunction,6ed0b059da57,['6ed0b059da57'],a3bb91d64417,0.5917624031611385
Benefits of Turmeric Curcumin for Uveitis and Eye Cancer,afd991b29c3d,['afd991b29c3d'],b28b825fa321,0.7155431090696835
The Healthiest Diet for Weight Control,5b34e3c8df83,['5b34e3c8df83'],d2e40fc8d2a5,0.46413484710679176
Brain-Boosting Grapes,1f5bbd07595d,['1f5bbd07595d'],4896a59130f6,0.6713448166852743
"New DVD, New Annual Talk, New Live Q&As & HOW NOT TO DIE now out in Spanish",fe2ae7aefa53,['fe2ae7aefa53'],3ef25956af3d,0.43780310764863967
Adult Exposure to Lead,373558d9e714,['373558d9e714'],36c5f4477d91,0.6680041877776279
How Big Food Twists the Science,2da93a53328a,['2da93a53328a'],fe2d734a4cb5,0.3154541876192239
Vinegar Caveats,6b8ff1c938f7,['6b8ff1c938f7'],e4695f10f123,0.6497617640175809
Cannabis Brain Damage in Teens May Not Be Reversible,7f5709888326,"['7f5709888326', 'a4113f309551']",767322ab8ddb,0.7247599268739162
Paula Deen: Diabetes Drug Spokesperson,d13dbb527419,['d13dbb527419'],039f71fd23d6,0.6779305314916453
New DVD to Help Spring Clean Your Diet,e8e9700c8187,['e8e9700c8187'],2a1ba7c1dd05,0.5223658794777044
Dr. Greger Updates His Stance on Coffee,d0eb95b3ba3a,['d0eb95b3ba3a'],2553364296a2,0.2166429696147178
Knowingly and Secretly Deciding to Put the Buying Public at Risk,0471a2526723,['0471a2526723'],19feb47a55c8,0.2964457302810214
Natural Treatment for Breast Engorgement,cfa3b405c762,['cfa3b405c762'],5d9647fb2132,0.49809651290645107
Foods for Macular Degeneration,6a2df1235971,['6a2df1235971'],b9bbfd21d43b,0.4590129413039496
Syncing Your Brain and Body Clocks,57097466dca6,['57097466dca6'],474bf652853e,0.6809483672009371
Limited-Time Merch,b7e766d7dafa,['b7e766d7dafa'],8c90a7bf5bbf,0.05725679221289811
Why Is It Legal to Sell Unsafe Meat?,b476ff82ff22,['b476ff82ff22'],b6d50adc098a,0.6946176727567551
Is Insecticidal GMO Corn Safe?,de4f76888198,['de4f76888198'],6f5c015108a5,0.5588956127773922
How to Handle Raw Poultry,6f4eeaca1489,['6f4eeaca1489'],0f09f1bfbf64,0.7088089770177824
Why Some Dietary Cholesterol Studies Fail to Show Harm,c93db937b459,['c93db937b459'],4a2155d7805f,0.6295946284069468
How Not to Die from High Blood Pressure,5efde8ac1875,['5efde8ac1875'],c21ea468fd18,0.4820143679162124
Is Nutritional Yeast Healthy for Everyone?,8f21274b3165,['8f21274b3165'],43653be3fd74,0.6582183125319415
The Reversal on Fish Oil,d8054d51141c,['d8054d51141c'],483be71680d2,0.4299016389913342
Alzheimer’s Disease and Dietary Copper,72fd03ef0ef7,['72fd03ef0ef7'],012be5e4f21f,0.7913685453685886
Turmeric with Black Pepper: What It’s Good for and How to Take It,d0d50b5780b3,['d0d50b5780b3'],628e91981031,0.7165852827798016
How Much Added Sugar Is Okay?,ccd46f27c4a5,"['ccd46f27c4a5', '7bcd4ffa3815']",3de90e9f3a5d,0.7578938321882074
EPA dioxin limit has National Chicken Council worried products could be declared “unfit for consumption”,736abb207c69,['736abb207c69'],ff466b9efec6,0.7396296929887684
Plant-Based Diets for Hypertension,6457fad1cc87,['6457fad1cc87'],cf7876151029,0.6917692610052852
Fasting for Weight Loss Infographic,ddd5aeab8744,['ddd5aeab8744'],78ccc400584a,0.5615311565472906
Mushrooms for Breast Cancer Prevention,eea2f4bd040b,['eea2f4bd040b'],0c08d34320ce,0.7293606378952163
How to Reverse Type 2 Diabetes,1d7daba620dd,['1d7daba620dd'],8707c0db4f55,0.6500755271665066
Want to Be Healthier? Change Your Taste Buds,cd09f56993f6,['cd09f56993f6'],ee556ca12c7f,0.5709512883652272
Quadrupling Breast Cancer Survival,b9c58cb7d671,['b9c58cb7d671'],f816cd0057c7,0.6197661809480695
What to Eat to Reduce Our Toxic Exposure,bfb27524ce6f,['bfb27524ce6f'],a37c713148ff,0.4857831921961129
What Do Eggs Do To Our Arteries?,6878c72bd406,['6878c72bd406'],e8b8a0511aaf,0.771002870197842
Should We Increase Our Protein Intake After Age 65?,af4d4e9726e6,['af4d4e9726e6'],49eeabb550de,0.7706063068376443
Prevent Breast Cancer by Any Greens Necessary,0062f53fc7e8,"['c23de424d01a', '0062f53fc7e8']",0daa8f5e9b22,0.6898682428843982
Black Salve Is a Dangerous Scam,7b770e81c7d2,['7b770e81c7d2'],e1e05acba905,0.6579244644372156
Eating To Extend Our Lifespan,0c6b8b835d3b,['0c6b8b835d3b'],a2fd8217dd9d,0.6229814857757031
Contagion: Bad Timing for CDC Report of New Swine Flu Strain,86d94f66ca02,['86d94f66ca02'],9d25f6b584b2,0.6110201522074995
How Plant-Based Diets May Extend Our Lives,05c10eadc3d7,['05c10eadc3d7'],2953e36a29b3,0.6995133585871788
What Is the Optimal Vitamin D Level?,6e78794f8e7a,['6e78794f8e7a'],2d12df61860d,0.6718000323124378
What Is Orthorexia?,63840b6e3a98,['63840b6e3a98'],12e08c96238a,0.5963144960342605
How Risky Is the Arsenic in Rice?,41e3187b6b71,"['41e3187b6b71', '48e0078cdb15', 'b64d9dbe0b9a', '98ff783db1be', '2946f8f86b01', 'fd74667b107f']",7a615d3bd65e,0.7074776539866915
Are Bioidentical Hormones Safe?,3e308bb9508c,['3e308bb9508c'],2dcb8937512a,0.6775812902840395
Industry Influence on Our Dietary Guidelines,eb2753e0b53f,['eb2753e0b53f'],732c04171591,0.6289569487653272
How to Live Longer in Four Easy Steps,008ca566ce81,['008ca566ce81'],32d6c46dbdef,0.2962586426537255
Plant-Based Is Not the Same as Vegetarianism,3e7843488126,['3e7843488126'],90c113a96f25,0.7149421751902493
Is Type 1 Diabetes Triggered by the Bovine Insulin in Milk?,f6e23e97657c,"['f6e23e97657c', 'b9855d54bc32']",a420a97277fc,0.7693909050748922
Do Walnuts Really Improve Artery Function?,95c72fb368b6,['95c72fb368b6'],314d3f3e3bc5,0.7956447136025835
The Effects of Nutritional Yeast for Cancer,a2841275fc1b,['a2841275fc1b'],bfad847c95ae,0.6716993969372742
How Much Fiber Should You Eat Every Day?,144a2a561619,['144a2a561619'],e6f8b0184d37,0.6294105490878776
How Fruits and Vegetables Can Treat Asthma,a09fb1f0d72b,"['251cf5db8835', 'a09fb1f0d72b']",4f960a086cc3,0.8054542488984786
How Much Pus Is There in Milk?,b779bba388b9,['b779bba388b9'],950d39946d65,0.7341053007195725
The Best Dried Fruit for Osteoporosis,6ab240b11ded,['6ab240b11ded'],b9a55953ac60,0.6663892001856431
Testing Wheat- and Dairy-Free Diets for Autism,8b98fa94089e,['8b98fa94089e'],36ee96241b97,0.7664281485890645
Circadian Rhythms and Our Health and Weight,af271095b8a2,['af271095b8a2'],6b8dd0bd67a4,0.5262164893723676
Four Things to Help Prevent Most Disease,992a2933c3e5,['992a2933c3e5'],aac30cf3f7da,0.511684281247488
Should We Take Chlorella to Boost Natural Killer Cell Activity?,ce6b76a439b5,['ce6b76a439b5'],f8b842031ab9,0.7316986838151496
New DVD Reviews Best Bowel Movement Science,6907fe724e62,['6907fe724e62'],5021fe823ac7,0.7385454068813219
Mayo Clinic Tests Shark Cartilage Supplements for Cancer,58d3643979f1,['58d3643979f1'],2f236b4374b4,0.7777112108743967
The Best Way to Prevent the Common Cold?,de2485d15a62,['de2485d15a62'],12d2bf35ba44,0.4945669558617406
How to Enhance Mineral Absorption,8db8f056c0e8,['8db8f056c0e8'],e54619525da6,0.5714167565897947
How to Improve Artery Function,2004b0d35c8c,['2004b0d35c8c'],8e9b441f339e,0.5312878330500267
Balancing the Risks and Benefits of Vitamin C Supplements,7a34c7c8ffb0,['7a34c7c8ffb0'],b8d56b8133c8,0.5976332763308342
Foods with Natural Melatonin,163fd19f1ba0,['163fd19f1ba0'],c7aaf12674a7,0.6322776947421288
Do Taxpayer Subsidies Play a Role in the Obesity Epidemic?,00ee1a8800a7,['00ee1a8800a7'],38276dba7add,0.652319366455699
"The Muscle Power, Strength, and Endurance of Vegetarians",0d5ae17c7bf6,['0d5ae17c7bf6'],76a40ad9943a,0.6957490695940302
"Dr. Greger’s Top Takeaways on Mosquito Repellents, Oral Health, and Cognition",8ee2dd74567c,['8ee2dd74567c'],77e963143f44,0.5884083720993475
Curing Canker Sores (Aphthous Ulcers) with Diet,0e983cbfe2b5,['0e983cbfe2b5'],a759d5360c03,0.6990251580703025
"New DVD, New Staff, New Search Function, New Live Presentation, & Updated App",125e15ee8686,['125e15ee8686'],3efb684e6425,0.3846922971713289
Do Eden Beans Have Too Much Iodine?,af24c1a3ce5a,['af24c1a3ce5a'],55525eacb03b,0.8078214056147
Is It Safe to Consume Cannabis Edibles?,5e34a48733f8,['5e34a48733f8'],0d8ef3e72cbc,0.7059808635029033
The Roles Diet and Exercise Play in the Obesity Epidemic,eadefa6ee2c4,['eadefa6ee2c4'],7d8e5489a263,0.7576215214173966
NutritionFacts.org Is Proud to Help Launch a New Organization: Balanced,b03d2410e1a6,['b03d2410e1a6'],55ba865d2683,0.8730835725598927
Take the Daily Dozen Challenge!,e85155c730cf,['e85155c730cf'],018023f0d059,0.5691204990534046
The Health Effects of Heavy Metal Music,035d21fd08a6,['035d21fd08a6'],6645dca044f3,0.6926046883249997
Circadian Rhythms and Our Blood Sugar Levels,91af029bd415,['91af029bd415'],f783910de292,0.593610531680257
Stop Creating So Many Free Radicals in Your Colon,f9e77a47b865,['f9e77a47b865'],895b241ee7cd,0.6697079551233619
Consider the Evidence When You Make Life-or-Death Decisions,1335b8aa039a,['1335b8aa039a'],c00d6949f58a,0.35018216164718285
Foods Linked to ALS,175f2358a341,['175f2358a341'],f3415712fbab,0.5875764940615236
